,사용일자,행정구역,강수량,적설,폭염여부,황사관측,미세먼지,초미세먼지,한파특보,평균이용승객수
160763,2024-01-15,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,11957.941176470587
160764,2024-01-15,경기동부,0.0,0.0,0,0,0.0,0.0,0.0,6570.428571428572
160767,2024-01-15,서울,0.0,0.0,0,0,0.0,0.0,0.0,28934.528645833332
160771,2024-01-15,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,22975.117647058825
160778,2024-01-15,경기북서부,0.0,1.2710526315789472,0,0,0.0,0.0,0.0,14073.383720930233
160787,2024-01-15,인천,0.0,0.0,0,0,0.0,0.0,0.0,14717.366666666667
161352,2024-01-16,서울,0.0,0.0,0,0,0.0,0.0,0.0,29783.3046875
161358,2024-01-16,인천,0.0,0.0,0,0,0.0,0.0,0.0,15010.266666666666
161364,2024-01-16,경기북서부,0.0,0.781578947368421,0,0,0.0,0.0,0.0,14323.255813953489
161367,2024-01-16,경기동부,0.0,0.0,0,0,0.0,0.0,0.0,6644.9047619047615
161370,2024-01-16,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,23603.235294117647
161401,2024-01-16,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,12023.941176470587
161941,2024-01-17,서울,0.3684210526315789,0.9526315789473684,0,0,0.0,0.0,0.0,30095.567708333332
161950,2024-01-17,경기중부,0.3684210526315789,0.0,0,0,0.0,0.0,0.0,23556.882352941175
161960,2024-01-17,인천,0.3666666666666666,0.9543859649122808,0,0,0.0,0.0,0.0,14772.733333333334
161963,2024-01-17,경기북서부,0.2657894736842105,1.9605263157894737,0,0,0.0,0.0,0.0,14260.151162790698
162001,2024-01-17,경기동부,0.3,0.2105263157894736,0,0,0.0,0.0,0.0,6636.857142857143
162390,2024-01-17,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,11932.588235294117
162530,2024-01-18,서울,0.1421052631578947,0.2842105263157894,0,0,0.0,0.0,0.0,30359.192708333332
162533,2024-01-18,경기북서부,0.0710526315789473,0.9157894736842106,0,0,0.0,0.0,0.0,14644.17441860465
162540,2024-01-18,경기동부,0.15,0.0263157894736842,0,0,0.0,0.0,0.0,6763.142857142857
162820,2024-01-18,경기중부,0.1789473684210526,0.0,0,0,0.0,0.0,0.0,23970.0
162899,2024-01-18,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,12257.35294117647
162972,2024-01-18,인천,0.0807017543859649,0.2789473684210526,0,0,0.0,0.0,0.0,15306.066666666668
163119,2024-01-19,서울,0.0,0.0,0,0,0.0,0.0,0.0,31408.729166666668
163120,2024-01-19,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,25801.941176470587
163163,2024-01-19,경기북서부,0.0,0.0157894736842105,0,0,0.0,0.0,0.0,15296.255813953489
163238,2024-01-19,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,13424.058823529413
163260,2024-01-19,인천,0.0,0.0,0,0,0.0,0.0,0.0,16087.9
163324,2024-01-19,경기동부,0.0,0.0,0,0,0.0,0.0,0.0,7117.0952380952385
163708,2024-01-20,서울,0.0210526315789473,0.0,0,0,0.0,0.0,0.0,21975.799479166668
163709,2024-01-20,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,10456.470588235294
163744,2024-01-20,경기북서부,0.031578947368421,0.0026315789473684,0,0,0.0,0.0,0.0,11523.48275862069
163830,2024-01-20,경기중부,0.0736842105263157,0.0,0,0,0.0,0.0,0.0,17961.333333333332
163855,2024-01-20,인천,0.043859649122807,0.0491228070175438,0,0,0.0,0.0,0.0,12748.533333333333
164056,2024-01-20,경기동부,0.0921052631578947,0.0,0,0,0.0,0.0,0.0,5596.619047619048
164298,2024-01-21,경기중부,0.0,0.0,0,0,0.0,0.0,1.0,13403.666666666666
164299,2024-01-21,인천,0.0070175438596491,0.0070175438596491,0,0,0.0,0.0,1.0,9817.9
164305,2024-01-21,서울,0.0210526315789473,0.0,0,0,0.0,0.0,1.0,15603.0234375
164311,2024-01-21,경기북서부,0.0052631578947368,0.0,0,0,0.0,0.0,1.0,8607.67816091954
164389,2024-01-21,경기동부,0.0131578947368421,0.0,0,0,0.0,0.0,1.0,4118.476190476191
164544,2024-01-21,경기남부,0.0,0.0,0,0,0.0,0.0,1.0,8410.764705882353
164888,2024-01-22,경기북서부,0.0,0.0,0,0,0.0,0.0,1.0,13442.372093023256
164890,2024-01-22,서울,0.0105263157894736,0.7052631578947368,0,0,0.0,0.0,1.0,28199.953125
165017,2024-01-22,경기동부,0.0,0.0078947368421052,0,0,0.0,0.0,1.0,6336.190476190476
165110,2024-01-22,경기중부,0.0052631578947368,0.3105263157894737,0,0,0.0,0.0,1.0,22447.235294117647
165165,2024-01-22,경기남부,0.0,0.0,0,0,0.0,0.0,1.0,11638.35294117647
165226,2024-01-22,인천,0.0,0.0807017543859649,0,0,0.0,0.0,1.0,14082.833333333334
165477,2024-01-23,경기동부,0.0,0.0,0,0,0.0,0.0,1.0,5938.142857142857
165480,2024-01-23,서울,0.0,0.0,0,0,0.0,0.0,1.0,27551.385416666668
165544,2024-01-23,경기북서부,0.0,0.0,0,0,0.0,0.0,1.0,12759.651162790698
165747,2024-01-23,경기중부,0.0,0.0,0,0,0.0,0.0,1.0,21679.666666666668
165826,2024-01-23,경기남부,0.0,0.0,0,0,0.0,0.0,1.0,10827.411764705883
165899,2024-01-23,인천,0.0,0.0982456140350877,0,0,0.0,0.0,1.0,13406.933333333332
166066,2024-01-24,경기중부,0.0,0.0,0,0,0.0,0.0,1.0,22767.58823529412
166067,2024-01-24,서울,0.0,0.0,0,0,0.0,0.0,1.0,28629.192708333332
166087,2024-01-24,인천,0.0,0.0175438596491228,0,0,0.0,0.0,1.0,14104.033333333333
166101,2024-01-24,경기북서부,0.0,0.0,0,0,0.0,0.0,1.0,13303.139534883721
166192,2024-01-24,경기남부,0.0,0.0,0,0,0.0,0.0,1.0,11219.941176470587
166225,2024-01-24,경기동부,0.0,0.0,0,0,0.0,0.0,1.0,6252.952380952381
166655,2024-01-25,서울,0.0,0.0,0,0,0.0,0.0,1.0,29627.588541666668
166668,2024-01-25,경기북서부,0.0,0.0,0,0,0.0,0.0,1.0,13948.627906976744
166669,2024-01-25,경기동부,0.0,0.0,0,0,0.0,0.0,1.0,6549.523809523809
166713,2024-01-25,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,23311.058823529413
166737,2024-01-25,인천,0.0,0.0,0,0,0.0,0.0,0.0,14716.633333333333
166751,2024-01-25,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,11685.529411764706
167244,2024-01-26,서울,0.0,0.0,0,0,0.0,0.0,0.0,30996.973958333332
167280,2024-01-26,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,14901.697674418605
167301,2024-01-26,인천,0.0,0.0,0,0,0.0,0.0,0.0,15771.7
167381,2024-01-26,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,13240.176470588236
167382,2024-01-26,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,25381.41176470588
167396,2024-01-26,경기동부,0.0,0.0,0,0,0.0,0.0,0.0,6933.9047619047615
167833,2024-01-27,서울,0.0,0.0,0,0,0.0,0.0,0.0,21978.442708333332
167834,2024-01-27,경기동부,0.0,0.0,0,0,0.0,0.0,0.0,5475.047619047619
167843,2024-01-27,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,11496.367816091954
167878,2024-01-27,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,19462.745098039217
167902,2024-01-27,인천,0.0,0.0,0,0,0.0,0.0,0.0,12990.1
167916,2024-01-27,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,11055.176470588236
168423,2024-01-28,서울,0.0,0.0,0,0,0.0,0.0,0.0,15828.4921875
168424,2024-01-28,경기동부,0.0,0.0,0,0,0.0,0.0,0.0,4198.380952380952
168433,2024-01-28,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,8656.816091954022
168706,2024-01-28,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,14267.29411764706
168785,2024-01-28,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,8744.64705882353
168859,2024-01-28,인천,0.0,0.0,0,0,0.0,0.0,0.0,10053.766666666666
169013,2024-01-29,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,24042.764705882353
169014,2024-01-29,서울,0.0,0.0,0,0,0.0,0.0,0.0,29141.5625
169075,2024-01-29,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,14217.639534883721
169186,2024-01-29,경기동부,0.0,0.0,0,0,0.0,0.0,0.0,6684.523809523809
169356,2024-01-29,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,12173.64705882353
169429,2024-01-29,인천,0.0,0.0,0,0,0.0,0.0,0.0,15027.533333333333
169602,2024-01-30,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,24058.274509803923
169604,2024-01-30,서울,0.0,0.0,0,0,0.0,0.0,0.0,29963.916666666668
169664,2024-01-30,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,14466.162790697674
169775,2024-01-30,경기동부,0.0,0.0,0,0,0.0,0.0,0.0,6799.0952380952385
169944,2024-01-30,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,12176.235294117647
170017,2024-01-30,인천,0.0,0.0,0,0,0.0,0.0,0.0,15164.766666666666
170191,2024-01-31,서울,0.0,0.0,0,0,0.0,0.0,0.0,30148.7109375
170194,2024-01-31,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,14562.953488372093
170201,2024-01-31,경기동부,0.0,0.0,0,0,0.0,0.0,0.0,6701.285714285715
170253,2024-01-31,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,24258.117647058825
170455,2024-01-31,인천,0.0,0.0,0,0,0.0,0.0,0.0,15259.333333333334
170469,2024-01-31,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,12303.941176470587
170780,2024-02-01,서울,0.0,0.0,0,0,0.0,0.0,0.0,30278.833333333332
170840,2024-02-01,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,14494.232558139534
170910,2024-02-01,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,24020.549019607843
170922,2024-02-01,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,12150.117647058823
170938,2024-02-01,인천,0.0,0.0,0,0,0.0,0.0,0.0,15177.566666666668
171062,2024-02-01,경기동부,0.0,0.0,0,0,0.0,0.0,0.0,6733.380952380952
171369,2024-02-02,서울,0.0,0.0,0,0,0.0,0.0,0.0,31303.5078125
171429,2024-02-02,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,15056.89534883721
171499,2024-02-02,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,25303.549019607843
171511,2024-02-02,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,13195.411764705883
171527,2024-02-02,인천,0.0,0.0,0,0,0.0,0.0,0.0,15785.666666666666
171651,2024-02-02,경기동부,0.0,0.0,0,0,0.0,0.0,0.0,7011.238095238095
171958,2024-02-03,서울,0.0,0.0,0,0,0.0,0.0,0.0,21418.122395833332
172018,2024-02-03,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,11231.735632183909
172088,2024-02-03,경기중부,0.0210526315789473,0.0,0,0,0.0,0.0,0.0,18091.58823529412
172100,2024-02-03,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,10567.64705882353
172116,2024-02-03,인천,0.0,0.0,0,0,0.0,0.0,0.0,12412.266666666666
172240,2024-02-03,경기동부,0.0026315789473684,0.0,0,0,0.0,0.0,0.0,5313.761904761905
172548,2024-02-04,서울,0.0,0.0,0,0,0.0,0.0,0.0,16099.153645833334
172608,2024-02-04,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,8777.6091954023
172678,2024-02-04,경기중부,0.0105263157894736,0.0,0,0,0.0,0.0,0.0,14843.529411764706
172690,2024-02-04,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,8707.882352941177
172706,2024-02-04,인천,0.0,0.0,0,0,0.0,0.0,0.0,10077.8
172830,2024-02-04,경기동부,0.0052631578947368,0.0,0,0,0.0,0.0,0.0,4365.142857142857
173138,2024-02-08,서울,0.0,0.0,0,0,0.0,0.0,0.0,28856.177083333332
173198,2024-02-08,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,14534.593023255815
173268,2024-02-08,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,23427.098039215685
173280,2024-02-08,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,13231.64705882353
173296,2024-02-08,인천,0.0,0.0701754385964912,0,0,0.0,0.0,0.0,15286.3
173420,2024-02-08,경기동부,0.0,0.0,0,0,0.0,0.0,0.0,6806.0952380952385
173727,2024-02-05,서울,0.1263157894736842,0.8105263157894737,0,0,0.0,0.0,0.0,29273.153645833332
173787,2024-02-05,경기북서부,0.1447368421052631,1.0,0,0,0.0,0.0,0.0,13883.32558139535
173857,2024-02-05,경기중부,0.1789473684210526,0.0,0,0,0.0,0.0,0.0,22982.470588235294
173869,2024-02-05,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,11696.64705882353
173885,2024-02-05,인천,0.3964912280701754,0.4263157894736842,0,0,0.0,0.0,0.0,14305.966666666667
174009,2024-02-05,경기동부,0.1710526315789473,0.3368421052631579,0,0,0.0,0.0,0.0,6561.571428571428
174316,2024-02-06,서울,0.0210526315789473,1.2473684210526317,0,0,0.0,0.0,0.0,30303.736979166668
174376,2024-02-06,경기북서부,0.0447368421052631,2.0894736842105264,0,0,0.0,0.0,0.0,14564.151162790698
174446,2024-02-06,경기중부,0.0157894736842105,0.0105263157894736,0,0,0.0,0.0,0.0,24182.0
174458,2024-02-06,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,12257.176470588236
174474,2024-02-06,인천,0.0333333333333333,1.468421052631579,0,0,0.0,0.0,0.0,15095.5
174598,2024-02-06,경기동부,0.0499999999999999,1.063157894736842,0,0,0.0,0.0,0.0,6716.761904761905
174905,2024-02-07,서울,0.0,0.0,0,0,0.0,0.0,0.0,30226.671875
174965,2024-02-07,경기북서부,0.0,0.2210526315789474,0,0,0.0,0.0,0.0,14663.93023255814
175035,2024-02-07,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,24115.50980392157
175047,2024-02-07,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,12461.764705882353
175063,2024-02-07,인천,0.0,0.4526315789473684,0,0,0.0,0.0,0.0,15291.5
175187,2024-02-07,경기동부,0.0,0.0,0,0,0.0,0.0,0.0,6836.0952380952385
175494,2024-02-10,서울,0.0,0.0,0,0,0.0,0.0,0.0,9743.674479166666
175554,2024-02-10,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,6470.517241379311
175624,2024-02-10,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,8866.686274509804
175636,2024-02-10,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,6402.529411764706
175652,2024-02-10,인천,0.0,0.0,0,0,0.0,0.0,0.0,8207.033333333333
175776,2024-02-10,경기동부,0.0,0.0,0,0,0.0,0.0,0.0,3221.1428571428573
176084,2024-02-13,서울,0.0,0.0,0,0,0.0,0.0,0.0,28422.359375
176144,2024-02-13,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,14193.360465116279
176159,2024-02-11,서울,0.0,0.0,0,0,0.0,0.0,0.0,13233.390625
176219,2024-02-11,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,7939.689655172414
176289,2024-02-11,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,12019.137254901962
176301,2024-02-11,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,7933.058823529412
176317,2024-02-11,인천,0.0,0.0,0,0,0.0,0.0,0.0,9578.5
176441,2024-02-11,경기동부,0.0,0.0,0,0,0.0,0.0,0.0,4000.5714285714284
176804,2024-02-13,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,22939.176470588234
176816,2024-02-13,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,12230.64705882353
176832,2024-02-13,인천,0.0,0.0,0,0,0.0,0.0,0.0,14794.3
176956,2024-02-13,경기동부,0.0,0.0,0,0,0.0,0.0,0.0,6550.333333333333
177263,2024-02-14,서울,0.0,0.0,0,0,0.0,0.0,0.0,30840.140625
177323,2024-02-14,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,15048.43023255814
177393,2024-02-14,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,25011.392156862745
177405,2024-02-14,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,12742.058823529413
177421,2024-02-14,인천,0.0,0.0,0,0,0.0,0.0,0.0,15758.366666666667
177545,2024-02-14,경기동부,0.0026315789473684,0.0,0,0,0.0,0.0,0.0,6977.047619047619
177852,2024-02-15,서울,0.5736842105263157,0.131578947368421,0,0,0.0,0.0,0.0,30100.2265625
177912,2024-02-15,경기북서부,0.5842105263157894,0.0499999999999999,0,0,0.0,0.0,0.0,14034.523255813954
177982,2024-02-15,경기중부,0.3368421052631579,0.0,0,0,0.0,0.0,0.0,23573.254901960783
177994,2024-02-15,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,11954.70588235294
178010,2024-02-15,인천,0.3157894736842105,0.0631578947368421,0,0,0.0,0.0,0.0,14697.8
178134,2024-02-15,경기동부,0.2157894736842105,0.0,0,0,0.0,0.0,0.0,6602.571428571428
178441,2024-02-16,서울,0.0,0.0,0,0,0.0,0.0,0.0,32335.591145833332
178502,2024-02-16,경기북서부,0.0,0.0263157894736842,0,0,0.0,0.0,0.0,15631.918604651162
178572,2024-02-16,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,26037.117647058825
178584,2024-02-16,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,13701.882352941177
178600,2024-02-16,인천,0.0,0.0,0,0,0.0,0.0,0.0,16479.666666666668
178723,2024-02-16,경기동부,0.0,0.0,0,0,0.0,0.0,0.0,7267.428571428572
179030,2024-02-19,서울,0.6578947368421053,0.0,0,0,0.0,0.0,0.0,29085.643229166668
179090,2024-02-19,경기북서부,0.5947368421052632,0.0,0,0,0.0,0.0,0.0,14551.121951219513
179160,2024-02-19,경기중부,0.6789473684210526,0.0,0,0,0.0,0.0,0.0,23179.647058823528
179172,2024-02-19,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,11914.117647058823
179188,2024-02-19,인천,0.4982456140350877,0.0,0,0,0.0,0.0,0.0,14641.666666666666
179308,2024-02-19,경기동부,1.0473684210526315,0.0,0,0,0.0,0.0,0.0,6469.0
179615,2024-02-18,서울,0.4052631578947368,0.0,0,0,0.0,0.0,0.0,16584.2578125
179675,2024-02-18,경기북서부,0.5131578947368421,0.0,0,0,0.0,0.0,0.0,9345.819277108434
179693,2024-02-17,서울,0.0,0.0,0,0,0.0,0.0,0.0,23713.434895833332
179753,2024-02-17,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,13011.132530120482
179823,2024-02-17,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,19978.313725490196
179835,2024-02-17,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,11645.411764705883
179851,2024-02-17,인천,0.0,0.0,0,0,0.0,0.0,0.0,13830.333333333334
179971,2024-02-17,경기동부,0.0,0.0,0,0,0.0,0.0,0.0,6016.809523809524
180280,2024-02-21,서울,0.7947368421052632,0.5421052631578948,0,0,0.0,0.0,0.0,30153.994791666668
180340,2024-02-21,경기북서부,0.5210526315789474,1.5368421052631578,0,0,0.0,0.0,0.0,14769.59756097561
180400,2024-02-18,경기중부,0.431578947368421,0.0,0,0,0.0,0.0,0.0,14267.921568627451
180412,2024-02-18,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,8895.058823529413
180428,2024-02-18,인천,0.5263157894736842,0.0,0,0,0.0,0.0,0.0,9964.866666666667
180548,2024-02-18,경기동부,0.3131578947368421,0.0,0,0,0.0,0.0,0.0,4343.380952380952
180856,2024-02-26,서울,0.0,0.0,0,0,0.0,0.0,0.0,30312.348958333332
180916,2024-02-26,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,14806.53488372093
180989,2024-02-21,경기중부,0.9526315789473684,0.0,0,0,0.0,0.0,0.0,23760.803921568626
181001,2024-02-21,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,12047.0
181017,2024-02-21,인천,0.6543859649122806,0.3824561403508772,0,0,0.0,0.0,0.0,14729.833333333334
181138,2024-02-21,경기동부,0.7657894736842106,0.2552631578947368,0,0,0.0,0.0,0.0,6600.666666666667
181444,2024-02-22,서울,0.3947368421052631,11.478947368421052,0,0,0.0,0.0,0.0,31418.283854166668
181504,2024-02-22,경기북서부,0.231578947368421,8.407894736842104,0,0,0.0,0.0,0.0,15542.512195121952
181574,2024-02-22,경기중부,0.3578947368421052,4.605263157894737,0,0,0.0,0.0,0.0,25117.529411764706
181586,2024-02-22,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,12674.823529411764
181602,2024-02-22,인천,0.2982456140350877,6.756140350877193,0,0,0.0,0.0,0.0,15756.9
181722,2024-02-22,경기동부,0.2763157894736842,5.397368421052631,0,0,0.0,0.0,0.0,6938.857142857143
182029,2024-02-20,서울,0.1210526315789473,0.0,0,0,0.0,0.0,0.0,30762.145833333332
182089,2024-02-20,경기북서부,0.0631578947368421,0.0,0,0,0.0,0.0,0.0,15403.853658536585
182159,2024-02-20,경기중부,0.1157894736842105,0.0,0,0,0.0,0.0,0.0,24365.13725490196
182171,2024-02-20,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,12723.70588235294
182187,2024-02-20,인천,0.0596491228070175,0.0,0,0,0.0,0.0,0.0,15317.433333333332
182307,2024-02-20,경기동부,0.1552631578947368,0.0,0,0,0.0,0.0,0.0,6894.857142857143
182614,2024-02-23,서울,0.0,5.742105263157895,0,0,0.0,0.0,0.0,32457.028645833332
182674,2024-02-23,경기북서부,0.0157894736842105,5.113157894736842,0,0,0.0,0.0,0.0,16353.40243902439
182744,2024-02-23,경기중부,0.0052631578947368,1.2578947368421052,0,0,0.0,0.0,0.0,26119.470588235294
182756,2024-02-23,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,13894.29411764706
182772,2024-02-23,인천,0.0,3.8,0,0,0.0,0.0,0.0,16423.4
182892,2024-02-23,경기동부,0.0052631578947368,1.7289473684210528,0,0,0.0,0.0,0.0,7212.523809523809
183199,2024-02-24,서울,0.0684210526315789,0.8578947368421053,0,0,0.0,0.0,0.0,23818.7890625
183259,2024-02-24,경기북서부,0.0342105263157894,1.644736842105263,0,0,0.0,0.0,0.0,12284.360465116279
183329,2024-02-24,경기중부,0.031578947368421,0.0,0,0,0.0,0.0,0.0,20175.333333333332
183341,2024-02-24,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,11462.764705882353
183357,2024-02-24,인천,0.031578947368421,1.4140350877192982,0,0,0.0,0.0,0.0,13545.833333333334
183480,2024-02-24,경기동부,0.0447368421052631,0.1026315789473684,0,0,0.0,0.0,0.0,5799.666666666667
183788,2024-02-25,서울,0.1052631578947368,0.0263157894736842,0,0,0.0,0.0,0.0,17244.02088772846
183848,2024-02-25,경기북서부,0.081578947368421,1.6578947368421053,0,0,0.0,0.0,0.0,9083.034482758621
183918,2024-02-25,경기중부,0.0842105263157894,0.0,0,0,0.0,0.0,0.0,14751.0
183930,2024-02-25,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,8957.058823529413
183946,2024-02-25,인천,0.0964912280701754,1.1842105263157894,0,0,0.0,0.0,0.0,10623.633333333333
184069,2024-02-25,경기동부,0.1447368421052631,0.5289473684210527,0,0,0.0,0.0,0.0,4567.714285714285
184435,2024-02-26,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,24134.470588235294
184447,2024-02-26,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,12669.529411764706
184463,2024-02-26,인천,0.0,0.0280701754385964,0,0,0.0,0.0,0.0,15651.566666666668
184587,2024-02-26,경기동부,0.0,0.0,0,0,0.0,0.0,0.0,6853.238095238095
184894,2024-02-27,서울,0.0,0.0,0,0,0.0,0.0,0.0,30988.984375
184954,2024-02-27,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,15049.732558139534
185024,2024-02-27,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,24744.254901960783
185036,2024-02-27,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,12797.882352941177
185052,2024-02-27,인천,0.0,0.0,0,0,0.0,0.0,0.0,15774.1
185176,2024-02-27,경기동부,0.0,0.0,0,0,0.0,0.0,0.0,6953.9047619047615
185483,2024-02-28,서울,0.0,0.0,0,0,0.0,0.0,0.0,31368.002604166668
185543,2024-02-28,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,15238.872093023256
185613,2024-02-28,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,25020.549019607843
185625,2024-02-28,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,13111.35294117647
185641,2024-02-28,인천,0.0,0.0,0,0,0.0,0.0,0.0,16037.0
185765,2024-02-28,경기동부,0.0,0.0,0,0,0.0,0.0,0.0,7023.380952380952
186072,2024-02-29,서울,0.0,0.0,0,0,0.0,0.0,0.0,31851.895833333332
186132,2024-02-29,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,15445.0
186202,2024-02-29,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,25880.450980392157
186214,2024-02-29,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,13706.235294117647
186230,2024-02-29,인천,0.0,0.0,0,0,0.0,0.0,0.0,16335.066666666668
186354,2024-02-29,경기동부,0.0,0.0,0,0,0.0,0.0,0.0,7294.809523809524
186661,2024-03-02,서울,0.0,0.0,0,0,0.0,0.0,0.0,20224.833333333332
186680,2024-03-02,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,10379.149425287356
186860,2024-03-02,경기동부,0.0,0.0,0,0,0.0,0.0,0.0,4989.714285714285
186952,2024-03-02,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,16961.549019607843
187048,2024-03-02,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,9916.058823529413
187123,2024-03-02,인천,0.0,0.0,0,0,0.0,0.0,0.0,12512.5
187251,2024-03-03,서울,0.0,0.0,0,0,0.0,0.0,0.0,16143.8984375
187252,2024-03-03,경기동부,0.0052631578947368,0.0,0,0,0.0,0.0,0.0,4228.238095238095
187261,2024-03-03,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,8787.896551724138
187269,2024-03-03,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,13995.21568627451
187293,2024-03-03,인천,0.0,0.0,0,0,0.0,0.0,0.0,10101.733333333334
187307,2024-03-03,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,8821.0
187841,2024-03-04,서울,0.0,0.0,0,0,0.0,0.0,0.0,30216.557291666668
187900,2024-03-04,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,15673.53488372093
188011,2024-03-04,경기동부,0.0,0.0,0,0,0.0,0.0,0.0,7049.809523809524
188104,2024-03-04,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,25607.254901960783
188183,2024-03-04,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,14136.058823529413
188256,2024-03-04,인천,0.0,0.0,0,0,0.0,0.0,0.0,16203.566666666668
188430,2024-03-05,서울,0.0,0.0,0,0,0.0,0.0,0.0,31062.643229166668
188491,2024-03-05,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,15787.023255813954
188601,2024-03-05,경기동부,0.0,0.0,0,0,0.0,0.0,0.0,7101.142857142857
188694,2024-03-05,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,25883.0
188808,2024-03-05,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,14228.588235294117
